Taxpayer_ID,Age,Gender,Region,Marital_Status,Number_of_Dependants,Annual_Gross_Income (KES),Total_Tax_Paid (KES),Source_of_Income_Raw,Business_Sector,Tax_Compliance_Score,Compliance_Window_Deviation,Effective_Tax_Rate
A252336745X,77.0,,Nairobi,Married,0,226868.30460915848,35759.11915298625,Employment (PAYE),Manufacturing,5,9,15.762060378857647
A895609471X,65.0,Female,Nairobi,Married,3,1117478.4193303674,234850.16423407546,Business (Sole Proprietor),Service (Consultancy),4,2,21.016080505143535
A779863265X,46.0,Female,Nairobi,Married,1,1200553.4784826897,126154.64277261157,Farming,Unknown,2,2,10.508040252571767
A132917811X,27.0,Male,Nairobi,Married,2,3403.8932227076334,214.60948199800828,Business (Sole Proprietor),Manufacturing,2,2,6.304824151543061
A198524063X,,Female,Machakos,Married,6,703969.092938176,184933.38912901972,Informal_Sector,Service (Consultancy),5,5,26.270100631429415
A901131404X,77.0,Female,Kiambu,Married,7,279833.4310333296,26464.50861582143,Dividends/Interest,Retail/Wholesale,3,3,9.457236227314588
A669601448X,38.0,Female,Nairobi,Married,3,37544.57855168895,4734.239312243882,Rental,Retail/Wholesale,4,3,12.609648303086122
A330997172X,45.0,Female,Kiambu,Single,0,1004822.2412330982,211174.2511511355,Employment (PAYE),Retail/Wholesale,4,3,21.016080505143535
A503935666X,51.0,,Rural_SemiArid,Single,1,7797252.76759911,1474809.2269453448,Employment (PAYE),Unknown,3,2,18.914472454629177
A550791704X,25.0,Male,Rural_SemiArid,Married,0,618587.4926583419,97502.13408886947,Dividends/Interest,Service (Consultancy),3,8,15.762060378857647
A587098457X,76.0,Female,Kisumu,Married,0,1398125.0729244757,293831.0908884046,Employment (PAYE),Unknown,4,3,21.016080505143535
A466034277X,66.0,Female,Rural_Uplands,Single,2,4017533.190121974,1013193.6114682743,Employment (PAYE),Retail/Wholesale,4,5,25.219296606172236
A269016920X,34.0,Female,Nairobi,Single,1,77234.90521507047,2434.7624787105765,Informal_Sector,Service (Consultancy),1,3,3.1524120757715295
A497341481X,77.0,Male,Kiambu,Married,4,16541.751077820045,1042.9283170425326,Informal_Sector,Unknown,2,2,6.304824151543061
A434618074X,62.0,Female,Nakuru,Married,6,718771.7237352479,37764.411027101894,Employment (PAYE),Retail/Wholesale,1,30,5.254020126285884
A874807770X,49.0,Female,Nakuru,Single,7,185087.26496139175,5834.713291358162,Dividends/Interest,Tech/IT,1,9,3.1524120757715304
A448303473X,61.0,Male,Kiambu,Single,0,34157.580653810364,2153.5753946442355,Employment (PAYE),Unknown,2,2,6.304824151543059
A934120892X,82.0,Male,Kiambu,Married,7,238648.03672098057,37615.84764091933,Employment (PAYE),Unknown,5,21,15.762060378857647
A709448939X,25.0,Female,Rural_SemiArid,,1,799163.6806773471,209941.10312377432,Business (Sole Proprietor),Unknown,5,7,26.270100631429415
A740190407X,60.0,Female,Rural_Uplands,Single,0,214602.4450965251,33825.76697061912,Dividends/Interest,Unknown,5,1,15.762060378857647
A191221925X,,Male,Kiambu,,3,82434.43704524219,12993.36574004247,Employment (PAYE),Manufacturing,5,7,15.762060378857647
A156488296X,,Female,Kisumu,Married,3,191901.8667277366,18148.61286106847,Employment (PAYE),Retail/Wholesale,3,4,9.457236227314588
A267052653X,41.0,Male,Nairobi,Married,1,260611.29943751206,8215.542074293233,Employment (PAYE),Finance,1,3,3.1524120757715304
A269017588X,41.0,Male,Nairobi,Divorced/Widowed,6,14850.318711596015,1404.4297210647355,Informal_Sector,Unknown,3,7,9.457236227314588
A910069356X,34.0,Female,Kiambu,Married,2,216606.4887173121,20484.987321687728,Rental,Tech/IT,3,4,9.457236227314588
A763398699X,22.0,Female,Kiambu,,4,35720.830742278515,2252.135563770994,Business (Sole Proprietor),Retail/Wholesale,2,0,6.304824151543061
A153432064X,37.0,Female,Nairobi,Single,3,721104.2005111652,189434.79913174766,Employment (PAYE),Tech/IT,5,1,26.270100631429415
A823668399X,38.0,Female,Rural_Uplands,Single,2,25807.905446238216,3254.286111163647,Business (Sole Proprietor),Manufacturing,4,1,12.609648303086118
A187597497X,75.0,Male,Kiambu,,4,1225719.1694815543,321997.6592815252,Business (Sole Proprietor),Retail/Wholesale,5,20,26.270100631429415
A392168202X,48.0,Female,Mombasa,Single,3,145255.91491321236,4579.065002496524,Farming,Finance,1,5,3.1524120757715295
A575788930X,28.0,Male,Nairobi,Single,4,118840.36962451952,11239.014488804623,Employment (PAYE),Tech/IT,3,5,9.45723622731459
A810751262X,69.0,,Nairobi,Married,5,417350.59208404494,13156.61046316141,Informal_Sector,Manufacturing,1,3,3.1524120757715295
A555282394X,32.0,Male,Rural_Uplands,Married,0,73199.82667838052,6922.6805269592915,Business (Sole Proprietor),Service (Consultancy),3,1,9.457236227314588
A621475287X,24.0,Male,Nakuru,Married,1,407631.4071422832,38550.66511017224,Employment (PAYE),Retail/Wholesale,3,1,9.457236227314588
A751842899X,45.0,Male,Rural_SemiArid,,3,89485.94367046922,8462.89708315794,Employment (PAYE),Manufacturing,3,7,9.457236227314588
A574641329X,68.0,Male,Rural_SemiArid,Single,3,116412.85327556287,14679.251377636148,Business (Sole Proprietor),Tech/IT,4,14,12.609648303086122
A544726404X,75.0,Male,Kiambu,Single,7,492885.0462817246,77688.8385932859,Informal_Sector,Service (Consultancy),5,5,15.762060378857647
A393310667X,22.0,Male,Nairobi,Single,0,48636.46802561014,4599.665673804278,Rental,Retail/Wholesale,3,2,9.457236227314587
A331465414X,22.0,Female,Rural_Uplands,Married,3,40275.31572949974,2539.2878332237206,Business (Sole Proprietor),Service (Consultancy),2,2,6.304824151543059
A910614025X,25.0,Male,Rural_SemiArid,Single,3,389390.6113658247,36825.589963850536,Employment (PAYE),Service (Consultancy),3,5,9.45723622731459
A650127661X,81.0,Male,Nakuru,Married,5,257725.46836441275,40622.84393529241,Employment (PAYE),Unknown,5,2,15.762060378857651
A222210617X,27.0,,Machakos,Married,3,345600.6225305495,54473.77879297312,Business (Sole Proprietor),Agriculture/Farming,5,2,15.762060378857647
A470626529X,55.0,Female,Machakos,,3,438650.7665527747,55312.31894109621,Rental,Unknown,4,2,12.609648303086118
A561616250X,25.0,Female,Kiambu,Single,3,292454.1937160718,27658.083956417126,Dividends/Interest,Tech/IT,3,1,9.457236227314588
A219066986X,42.0,Male,Mombasa,Married,2,668063.7859776594,70200.41154338735,Employment (PAYE),Tech/IT,2,2,10.508040252571767
A404133583X,83.0,Female,Rural_Uplands,Married,3,310566.8423535284,39161.386566779845,Employment (PAYE),Retail/Wholesale,4,1,12.609648303086122
A828230915X,67.0,Male,Nakuru,,0,13214.158541164887,1666.2589182531076,Employment (PAYE),Finance,4,5,12.609648303086118
A828519068X,84.0,Male,Nairobi,Single,5,19500.0655874902,1844.1672670902285,Informal_Sector,Service (Consultancy),3,0,9.457236227314588
A736873048X,66.0,Male,Nairobi,Married,3,4837573.308238229,915001.4708592133,Business (Sole Proprietor),Finance,3,8,18.914472454629177
A622517939X,53.0,Female,Nairobi,,4,268366.214997448,33840.03587548215,Employment (PAYE),Service (Consultancy),4,2,12.609648303086118
A665791188X,58.0,Male,Nairobi,Divorced/Widowed,5,1116112.783806537,234563.1611729804,Employment (PAYE),Retail/Wholesale,4,2,21.016080505143535
A816328133X,79.0,Male,Rural_SemiArid,Married,5,159762.5838944128,20145.49994900836,Employment (PAYE),Retail/Wholesale,4,5,12.609648303086122
A431162800X,27.0,Male,Nairobi,Married,4,245973.07517324842,7754.084924908067,Business (Sole Proprietor),Unknown,1,2,3.1524120757715304
A148766522X,,Female,Nairobi,Married,0,135937.84233572433,17141.283829338547,Dividends/Interest,Retail/Wholesale,4,1,12.609648303086118
A336779871X,53.0,Female,Nairobi,Married,2,10841489.98685636,3417684.395392211,Informal_Sector,Retail/Wholesale,5,4,31.524120757715295
A524410834X,29.0,Male,Nakuru,Single,6,392331.9742819995,24735.841068757214,Business (Sole Proprietor),Unknown,2,24,6.304824151543061
A743520276X,19.0,Female,Mombasa,Single,7,120296.29960219812,7584.470150731986,Employment (PAYE),Manufacturing,2,6,6.304824151543061
A158821683X,30.0,Female,Nairobi,Single,6,22531.969127578504,2130.9015470606932,Rental,Retail/Wholesale,3,1,9.457236227314588
A108253947X,70.0,Female,Nairobi,Married,0,5181474.178045454,1306731.3415335082,Dividends/Interest,Retail/Wholesale,4,2,25.219296606172236
A319497661X,49.0,Male,Nairobi,Married,2,210046.12368064915,13243.038735197573,Employment (PAYE),Retail/Wholesale,2,2,6.304824151543059
A423646570X,33.0,Female,Mombasa,Single,1,819413.1393871384,86104.26252166252,Informal_Sector,Tech/IT,2,1,10.508040252571767
A326810757X,49.0,Male,Nairobi,Married,4,968976.7874827551,254551.17716691174,Farming,Agriculture/Farming,5,5,26.270100631429415
A923935280X,49.0,Female,Rural_SemiArid,Single,7,134021.3259102812,21124.522310524113,Business (Sole Proprietor),Retail/Wholesale,5,2,15.762060378857651
A247354744X,28.0,Male,Kiambu,Single,5,735774.6458183993,38657.74797540737,Business (Sole Proprietor),Unknown,1,4,5.254020126285884
A920511515X,27.0,Male,Nairobi,Single,5,108422.67985657373,3417.929652673736,Rental,Retail/Wholesale,1,0,3.1524120757715295
A374361983X,32.0,Male,Kisumu,Married,5,60740.165112265044,3829.5605996852187,Rental,Retail/Wholesale,2,5,6.304824151543061
A410791488X,34.0,Female,Nairobi,,4,1539082.5325458199,242591.11806032356,Employment (PAYE),Unknown,3,2,15.762060378857647
A452318696X,57.0,Male,Nakuru,Married,4,211655.64781118033,13344.516401304218,Employment (PAYE),Retail/Wholesale,2,1,6.304824151543061
A228832213X,35.0,Female,Nairobi,Married,7,584065.9890666092,92060.83384905105,Employment (PAYE),Unknown,3,1,15.762060378857647
A108299923X,72.0,Male,Mombasa,Single,6,497017.9846401052,31336.10993310193,Dividends/Interest,Finance,2,1,6.304824151543059
A634063428X,42.0,Female,Machakos,Married,6,698644.9414949254,183534.72918710808,Business (Sole Proprietor),Retail/Wholesale,5,2,26.270100631429415
A902100304X,76.0,Female,Rural_SemiArid,Single,6,25982.917937979317,3276.3545708586676,Business (Sole Proprietor),Service (Consultancy),4,7,12.609648303086118
A562412302X,39.0,Female,Nairobi,Married,2,111531.70765301424,7031.878040735642,Dividends/Interest,Tech/IT,2,2,6.304824151543061
A288650860X,47.0,Female,Nairobi,Married,5,164931.7883973363,5199.329614223576,Employment (PAYE),Unknown,1,7,3.1524120757715295
A238712095X,61.0,Female,Kiambu,Married,0,77094.09676353307,7290.970848241815,Rental,Service (Consultancy),3,4,9.45723622731459
A508244633X,49.0,Male,Rural_SemiArid,Married,2,510686.0373407585,80494.64155204587,Business (Sole Proprietor),Service (Consultancy),3,17,15.762060378857647
A671855941X,68.0,Female,Rural_SemiArid,Married,5,1591742.070740323,167260.8975105125,Employment (PAYE),Retail/Wholesale,2,2,10.508040252571766
A855561271X,63.0,Male,Nairobi,Single,4,2018321.902975321,381754.9403840145,Employment (PAYE),Manufacturing,3,4,18.914472454629177
A347079497X,38.0,Female,Nairobi,Married,4,161327.67953066394,5085.713251086644,Informal_Sector,Retail/Wholesale,1,9,3.1524120757715295
A637152602X,49.0,Female,Kiambu,Single,4,415795.48413748405,65537.93526231371,Dividends/Interest,Retail/Wholesale,5,5,15.762060378857647
A699924859X,56.0,Male,Nairobi,Single,5,523590.5458157146,110038.210625951,Employment (PAYE),Unknown,4,2,21.01608050514353
A994807263X,29.0,Male,Nairobi,Married,6,681385.9340705944,143200.61645500036,Informal_Sector,Retail/Wholesale,4,2,21.016080505143535
A817311263X,64.0,Male,Nairobi,Married,4,71883.16634733304,6798.16084914079,Dividends/Interest,Retail/Wholesale,3,0,9.457236227314588
A965650861X,35.0,Female,Nakuru,Single,1,4117968.027262088,519261.28547128284,Employment (PAYE),Manufacturing,2,2,12.609648303086122
A480284107X,38.0,Female,Rural_SemiArid,Married,4,1077097.279443582,169772.72352493048,Employment (PAYE),Unknown,3,1,15.762060378857647
A177390472X,30.0,Female,Rural_SemiArid,Divorced/Widowed,7,1120150.9551115239,58852.95662634302,Employment (PAYE),Retail/Wholesale,1,2,5.254020126285884
A526351920X,38.0,Female,Kiambu,Married,7,1631793.191122705,171469.48536189916,Business (Sole Proprietor),Retail/Wholesale,2,3,10.508040252571767
A896760809X,25.0,Female,Mombasa,Married,5,597915.0185576971,157072.8770655369,Business (Sole Proprietor),Retail/Wholesale,5,1,26.270100631429415
A145421708X,63.0,Male,Rural_Uplands,Married,6,57470.661708892665,1811.7120797369369,Employment (PAYE),Retail/Wholesale,1,1,3.1524120757715295
A568387228X,,Male,Nairobi,Single,2,217845.3971225005,34336.92302701075,Business (Sole Proprietor),Manufacturing,5,4,15.762060378857647
A120123575X,40.0,Female,Nakuru,Married,4,22548.411689779616,1421.6377060065838,Employment (PAYE),Tech/IT,2,1,6.304824151543061
A593657365X,39.0,Female,Kiambu,,6,500122.708627093,131382.73883696785,Employment (PAYE),Manufacturing,5,3,26.270100631429415
A183604337X,39.0,Female,Nairobi,Divorced/Widowed,6,208184.40173829917,6562.830220270857,Business (Sole Proprietor),Tech/IT,1,1,3.1524120757715295
A436146289X,46.0,Male,Kiambu,Married,3,252512.59930987423,7960.237673489052,Employment (PAYE),Unknown,1,5,3.1524120757715295
A718216692X,30.0,Male,Nairobi,Single,1,1633118.1080171238,257413.06224371673,Business (Sole Proprietor),Tech/IT,3,5,15.762060378857647
A560940492X,,Male,Nakuru,Single,7,135199.79714259895,8524.109463083803,Informal_Sector,Unknown,2,9,6.304824151543061
A715683222X,46.0,Male,Nairobi,Single,5,183838.92798783572,23181.442263429843,Employment (PAYE),Service (Consultancy),4,9,12.609648303086122
A534245762X,69.0,Male,Nairobi,,4,277329.038252452,34970.21636596537,Employment (PAYE),Agriculture/Farming,4,4,12.609648303086118
A861818706X,44.0,Female,Nairobi,Single,3,16983.738830487942,2676.9871690490017,Employment (PAYE),Service (Consultancy),5,0,15.762060378857651
A787346882X,67.0,Male,Rural_Uplands,Single,5,180034.63289858043,22701.734032263175,Business (Sole Proprietor),Service (Consultancy),4,3,12.609648303086122
A548495473X,40.0,Female,Kiambu,Married,2,6446.596728652092,812.8931750012838,Rental,Unknown,4,4,12.609648303086118
A410864588X,61.0,Male,Mombasa,Married,1,111493.06349683169,3514.720797321742,Business (Sole Proprietor),Retail/Wholesale,1,3,3.1524120757715304
A223666470X,39.0,Female,Mombasa,Married,6,967802.7550865252,50848.55153499531,Business (Sole Proprietor),Tech/IT,1,14,5.254020126285884
A534900128X,60.0,Male,Kiambu,Married,4,524866.8221910916,27576.608474117096,Employment (PAYE),Finance,1,10,5.254020126285884
A122394554X,54.0,Male,Nairobi,Single,2,109948.73979726282,13864.149402110126,Employment (PAYE),Agriculture/Farming,4,3,12.609648303086122
A448717183X,78.0,Male,Kisumu,Single,5,285271.69682926685,44964.69709802078,Employment (PAYE),Tech/IT,5,6,15.762060378857647
A284547422X,73.0,Female,Nairobi,,3,53504.21149424044,3373.3464483815487,Business (Sole Proprietor),Service (Consultancy),2,1,6.304824151543059
A960413104X,20.0,,Nairobi,Married,5,267395.70869915694,25288.24383338126,Employment (PAYE),Retail/Wholesale,3,3,9.45723622731459
A763706947X,80.0,Male,Kisumu,Married,7,21757746.831381436,6858938.385282658,Dividends/Interest,Unknown,5,1,31.524120757715295
A594025283X,36.0,Male,Nairobi,Single,5,4276741.648556185,269641.0403572712,Business (Sole Proprietor),Service (Consultancy),1,2,6.304824151543061
A993381017X,40.0,Female,Nairobi,Single,1,290376.37201152137,45769.2990823923,Employment (PAYE),Agriculture/Farming,5,1,15.762060378857651
A840463141X,46.0,Male,Kiambu,Married,4,341197.32253678935,21511.891195717766,Business (Sole Proprietor),Retail/Wholesale,2,1,6.304824151543059
A488536370X,47.0,Male,Kiambu,Married,2,61737.82246810852,1946.230570803042,Informal_Sector,Retail/Wholesale,1,1,3.1524120757715304
A194628740X,56.0,Female,Kisumu,Married,1,80605.03036901353,5082.005422064183,Employment (PAYE),Service (Consultancy),2,2,6.304824151543059
A568915703X,42.0,Female,Nakuru,Married,3,461979.8170899096,43690.5226247086,Employment (PAYE),Manufacturing,3,2,9.457236227314588
A213669678X,25.0,Male,Nakuru,,6,122107.99676747191,19246.73617790247,Business (Sole Proprietor),Service (Consultancy),5,5,15.762060378857647
A361259074X,75.0,Male,Kisumu,Married,4,1041554.0058770287,164170.37128474782,Business (Sole Proprietor),Retail/Wholesale,3,2,15.762060378857651
A567804106X,33.0,Female,Nairobi,Married,6,2826439.983779594,712808.2829048223,Employment (PAYE),Retail/Wholesale,4,3,25.219296606172236
A732295732X,18.0,Male,Nairobi,Married,1,441940.78308852616,69658.97306920981,Informal_Sector,Retail/Wholesale,5,4,15.762060378857647
A529979713X,22.0,Male,Kiambu,,3,312576.90339896566,39414.84819528682,Business (Sole Proprietor),Retail/Wholesale,4,4,12.609648303086122
A662600500X,20.0,Female,Nairobi,Married,3,21565.078788994528,1359.6402957878167,Informal_Sector,Retail/Wholesale,2,1,6.304824151543061
A184446671X,82.0,Female,Rural_SemiArid,Married,2,823579.5039579044,173084.131575655,Employment (PAYE),Agriculture/Farming,4,2,21.016080505143535
A524951250X,21.0,Male,Rural_Uplands,Single,7,48266.50147069984,3043.11804182957,Farming,Service (Consultancy),2,3,6.304824151543061
A433154770X,81.0,Other,Nairobi,Married,5,143341.66239557083,13556.159624908898,Employment (PAYE),Service (Consultancy),3,1,9.457236227314588
A900801837X,27.0,Female,Nairobi,Married,3,1131849.7945086102,59467.616002807794,Employment (PAYE),Unknown,1,1,5.254020126285884
A464549612X,38.0,Male,Nairobi,Single,7,1257501.3398764161,198208.12045626465,Informal_Sector,Service (Consultancy),3,1,15.762060378857647
A337911187X,63.0,Other,Nairobi,Married,3,133284.16527488866,16806.6644848675,Employment (PAYE),Unknown,4,3,12.609648303086122
A457629711X,44.0,Male,Nairobi,,5,145310.29458802863,9161.558547864397,Informal_Sector,Retail/Wholesale,2,2,6.304824151543061
A936571442X,83.0,Male,Mombasa,Married,0,93997.33315093892,11852.733124613578,Business (Sole Proprietor),Service (Consultancy),4,2,12.609648303086122
A280531127X,58.0,Female,Rural_Uplands,Married,3,44498.883680629864,1402.7881827317026,Informal_Sector,Service (Consultancy),1,0,3.1524120757715304
A182011731X,30.0,Male,Kisumu,Single,4,103549.68003305579,16321.563088924157,Business (Sole Proprietor),Tech/IT,5,3,15.762060378857647
A648127255X,26.0,Male,Nairobi,Married,6,23868.263575445053,3762.1301161465367,Dividends/Interest,Tech/IT,5,3,15.762060378857647
A779919809X,53.0,Male,Kiambu,Married,6,747577.9593565678,196389.48222135686,Employment (PAYE),Retail/Wholesale,5,4,26.270100631429415
A222435172X,75.0,Male,Mombasa,Married,1,484942.4037644436,61149.5315872282,Business (Sole Proprietor),Agriculture/Farming,4,11,12.609648303086122
A669732591X,71.0,Female,Rural_Uplands,Married,5,622061.3045944353,163416.1307061408,Rental,Service (Consultancy),5,1,26.270100631429415
A647556857X,29.0,Female,Rural_Uplands,Married,5,64112.45463656031,4042.177524072943,Dividends/Interest,Retail/Wholesale,2,4,6.304824151543061
A308202515X,150.0,Other,Rural_SemiArid,Married,5,44685.04472577167,1408.6567459991354,Employment (PAYE),Tech/IT,1,4,3.1524120757715304
A933468715X,51.0,Male,Mombasa,Married,4,290765.2185700264,27498.353587034984,Business (Sole Proprietor),Agriculture/Farming,3,4,9.457236227314588
A475138838X,70.0,Male,Nakuru,Single,5,295420.1464783557,18625.720743691258,Business (Sole Proprietor),Retail/Wholesale,2,2,6.304824151543061
A476990466X,37.0,Male,Nairobi,Married,4,215150.97257999258,6782.44524075158,Employment (PAYE),Retail/Wholesale,1,6,3.1524120757715304
A881017363X,33.0,Male,Mombasa,Single,7,173819.9193869568,16438.560386552293,Business (Sole Proprietor),Unknown,3,1,9.457236227314588
A979339361X,73.0,Male,Nairobi,Married,7,3492623.274951501,1101018.7788077819,Farming,Unknown,5,2,31.524120757715295
A793039113X,75.0,Female,Kiambu,Married,6,508406.964818616,80135.41276502782,Employment (PAYE),Retail/Wholesale,3,2,15.762060378857651
A975139327X,21.0,Female,Nakuru,Single,2,5157783.996645156,1300756.8444196268,Business (Sole Proprietor),Unknown,4,2,25.219296606172236
A258580752X,21.0,Female,Nairobi,Married,0,1800270.5878421369,378346.31605132425,Informal_Sector,Service (Consultancy),4,4,21.016080505143535
A353691745X,37.0,Male,Nairobi,Single,5,3453526.3210018473,1088693.8078321049,Employment (PAYE),Unknown,5,4,31.524120757715302
A210385522X,27.0,Female,Nairobi,Married,6,53546.50729320783,8440.032810324834,Business (Sole Proprietor),Manufacturing,5,4,15.762060378857651
A257243284X,41.0,Male,Nairobi,Married,0,653276.9818165551,68646.60821006956,Rental,Unknown,2,10,10.508040252571767
A374843786X,43.0,Male,Nairobi,Married,6,140414.1805455041,8852.86716722422,Dividends/Interest,Agriculture/Farming,2,2,6.304824151543061
A311818984X,54.0,Female,Nairobi,Married,5,22135.101551063286,2791.1584571200415,Rental,Retail/Wholesale,4,8,12.609648303086122
A286293158X,71.0,Female,Nairobi,Married,4,2530695.576483246,159555.90590814757,Rental,Retail/Wholesale,1,1,6.304824151543061
A746820987X,,Male,Nairobi,Married,6,172725.8978414893,10890.064123079808,Employment (PAYE),Tech/IT,2,2,6.304824151543059
A264142683X,55.0,Male,Rural_SemiArid,Married,1,55124.39042289725,1737.7479403868579,Business (Sole Proprietor),Retail/Wholesale,1,3,3.1524120757715304
A916274954X,63.0,Male,Nairobi,Single,0,144084.35492374175,18168.530415654186,Dividends/Interest,Service (Consultancy),4,1,12.609648303086122
A915133660X,21.0,Female,Nairobi,,0,81280.69519300447,5124.604901070645,Employment (PAYE),Unknown,2,3,6.304824151543059
A803847447X,77.0,Male,Mombasa,Married,4,94793.20880272533,2988.272561308435,Employment (PAYE),Retail/Wholesale,1,3,3.1524120757715304
A180909963X,74.0,Female,Rural_Uplands,Married,7,192450.62662094017,6066.836793496497,Farming,Service (Consultancy),1,5,3.1524120757715304
A290209201X,62.0,Male,Nakuru,Single,0,3599202.2785031297,453846.74903590686,Rental,Service (Consultancy),2,4,12.609648303086122
A929839316X,37.0,Male,Nairobi,Single,2,98767.52893202496,15567.797544971472,Business (Sole Proprietor),Manufacturing,5,1,15.762060378857651
A774254861X,34.0,Male,Mombasa,Married,4,3232951.3101620344,611495.6850321711,Informal_Sector,Retail/Wholesale,3,9,18.914472454629177
A630554118X,21.0,Male,Kisumu,Single,0,958624.9510162978,251831.73930997238,Dividends/Interest,Retail/Wholesale,5,2,26.270100631429415
A598165815X,31.0,Male,Kisumu,Married,0,486215.5608441849,45982.554162997054,Informal_Sector,Unknown,3,1,9.457236227314587
A910080036X,20.0,Female,Nakuru,Married,0,824209.5199696277,43304.13406196851,Informal_Sector,Unknown,1,4,5.254020126285884
A705306363X,75.0,Female,Rural_Uplands,Married,4,273890.4521507418,17268.31137597046,Business (Sole Proprietor),Agriculture/Farming,2,6,6.304824151543061
A915911873X,72.0,Female,Rural_Uplands,Single,7,1847003.5030489413,388167.7431335867,Dividends/Interest,Agriculture/Farming,4,2,21.016080505143535
A722199123X,21.0,Female,Mombasa,,1,628109.8778660535,66002.03879654426,Rental,Service (Consultancy),2,3,10.508040252571767
A582008349X,41.0,Female,Kiambu,Married,3,22092.666999375695,3482.2595117415553,Farming,Finance,5,7,15.762060378857647
A831361497X,51.0,Female,Nakuru,Divorced/Widowed,6,418477.288170696,39576.38569996273,Dividends/Interest,Service (Consultancy),3,1,9.457236227314588
A706118438X,,Female,Rural_Uplands,,5,869748.8010284759,91393.55410833257,Employment (PAYE),Retail/Wholesale,2,0,10.508040252571767
A790407222X,36.0,Male,Nairobi,Single,6,173945.64982896703,16450.451011462847,Employment (PAYE),Service (Consultancy),3,5,9.457236227314588
A782146375X,48.0,,Rural_SemiArid,Divorced/Widowed,0,324286.87155603385,51114.2924953706,Employment (PAYE),Retail/Wholesale,5,7,15.762060378857647
A770575153X,77.0,Male,Nairobi,Married,6,107013.79260512177,16867.578604124792,Farming,Service (Consultancy),5,1,15.762060378857647
A447042200X,77.0,,Kiambu,Single,3,33981.15944044383,2142.452347375457,Farming,Retail/Wholesale,2,3,6.304824151543061
A773469560X,36.0,Male,Rural_Uplands,Single,3,26224.115192307505,3306.7686963461524,Business (Sole Proprietor),Tech/IT,4,2,12.609648303086118
A439451556X,66.0,Female,Nairobi,Single,0,26752.896300974942,3373.446134442276,Business (Sole Proprietor),Service (Consultancy),4,3,12.609648303086122
A262089272X,80.0,Male,Kiambu,Single,0,732022.9271570866,115381.89576558114,Farming,Finance,3,0,15.762060378857651
A572191734X,39.0,Male,Nairobi,Single,5,6403.35555512219,403.720307548518,Employment (PAYE),Tech/IT,2,1,6.304824151543061
A173321814X,41.0,Female,Kiambu,Married,7,98743.42611447643,3112.7996888632933,Employment (PAYE),Unknown,1,4,3.1524120757715295
A603500181X,47.0,Male,Nairobi,Married,3,85094.70333408719,13412.678518728615,Business (Sole Proprietor),Retail/Wholesale,5,2,15.762060378857647
A574817290X,75.0,Male,Kiambu,Married,1,175739.96256193068,16620.143405276,Informal_Sector,Manufacturing,3,12,9.457236227314587
A777944609X,48.0,,Kiambu,,3,16570.059066771475,2611.782714916896,Dividends/Interest,Manufacturing,5,5,15.762060378857647
A425150964X,81.0,Male,Rural_SemiArid,Married,1,491802.3278654161,46510.907917664605,Employment (PAYE),Unknown,3,1,9.457236227314588
A955052486X,36.0,Male,Rural_SemiArid,Married,7,39745.7385783779,2505.8989250987374,Employment (PAYE),Service (Consultancy),2,6,6.304824151543061
A394928601X,65.0,Female,Nairobi,Divorced/Widowed,6,1466821.409399769,231201.27619960235,Business (Sole Proprietor),Service (Consultancy),3,15,15.762060378857647
A735032128X,62.0,,Kisumu,Married,2,105593.43382322496,9986.220477195488,Farming,Retail/Wholesale,3,3,9.457236227314588
A160314355X,72.0,Male,Nairobi,Divorced/Widowed,1,232484.87889460995,7328.881396616502,Rental,Retail/Wholesale,1,4,3.1524120757715304
A477895080X,72.0,Male,Nairobi,Married,5,269860.59365164256,25521.353826069357,Business (Sole Proprietor),Tech/IT,3,6,9.45723622731459
A644748834X,35.0,Male,Nairobi,Single,4,387070.28839919885,48808.20205288013,Employment (PAYE),Unknown,4,2,12.609648303086122
A179661615X,80.0,Female,Rural_SemiArid,Married,7,283657.14905988687,26826.12666225937,Informal_Sector,Retail/Wholesale,3,0,9.45723622731459
A433297890X,,Male,Rural_SemiArid,Married,6,141398.0408397137,13372.346743006483,Employment (PAYE),Retail/Wholesale,3,5,9.457236227314588
A595792218X,74.0,,Nairobi,Married,0,448907.79803130135,28302.84726843763,Employment (PAYE),Retail/Wholesale,2,6,6.304824151543059
A585238820X,62.0,Female,Nairobi,,7,539943.9925937386,85106.29812463975,Farming,Retail/Wholesale,3,12,15.762060378857651
A140380477X,,Male,Nairobi,,2,85160.92657378623,2684.623333150963,Informal_Sector,Unknown,1,1,3.1524120757715295
A161085229X,34.0,Male,Mombasa,Single,3,508668.46038206585,53451.08656908455,Rental,Unknown,2,1,10.508040252571767
A495928981X,,Male,Mombasa,Single,1,1603309.4441472043,421191.0044106822,Business (Sole Proprietor),Service (Consultancy),5,1,26.270100631429415
A993027458X,37.0,Female,Nairobi,Single,2,773624.0369265692,162585.45040762913,Employment (PAYE),Retail/Wholesale,4,2,21.016080505143535
A408246619X,64.0,Female,Machakos,Married,6,1086598.641067619,228360.44517456644,Employment (PAYE),Unknown,4,5,21.016080505143535
A182389284X,32.0,Female,Nairobi,Married,4,347278.13281509746,54738.18897688512,Employment (PAYE),Retail/Wholesale,5,1,15.762060378857647
A792205349X,64.0,Male,Rural_SemiArid,Single,7,65892.13269481437,6231.574644164186,Business (Sole Proprietor),Manufacturing,3,7,9.45723622731459
